carnet,nombre,carrera,departamento,promedio
EST055777,Estudiante 55777,Contaduría,Santa Ana,5.37
EST055778,Estudiante 55778,Arquitectura,San Miguel,7.91
EST055779,Estudiante 55779,Administración,La Libertad,8.1
EST055780,Estudiante 55780,Arquitectura,Santa Ana,9.38
EST055781,Estudiante 55781,Contaduría,Sonsonate,7.5
EST055782,Estudiante 55782,Ingeniería Industrial,Santa Ana,8.92
EST055783,Estudiante 55783,Administración,Santa Ana,5.6
EST055784,Estudiante 55784,Ingeniería en Sistemas,San Miguel,6.94
EST055785,Estudiante 55785,Ingeniería Industrial,Sonsonate,5.05
EST055786,Estudiante 55786,Contaduría,San Miguel,7.31
EST055787,Estudiante 55787,Ingeniería Industrial,Sonsonate,8.0
EST055788,Estudiante 55788,Ingeniería en Sistemas,Santa Ana,9.36
EST055789,Estudiante 55789,Ingeniería en Sistemas,San Miguel,10.0
EST055790,Estudiante 55790,Ingeniería en Sistemas,San Salvador,6.52
EST055791,Estudiante 55791,Ingeniería en Sistemas,La Libertad,8.41
EST055792,Estudiante 55792,Administración,Sonsonate,7.7
EST055793,Estudiante 55793,Contaduría,Santa Ana,6.13
EST055794,Estudiante 55794,Ingeniería Industrial,San Salvador,9.4
EST055795,Estudiante 55795,Contaduría,Sonsonate,5.16
EST055796,Estudiante 55796,Administración,San Miguel,7.23
EST055797,Estudiante 55797,Contaduría,Sonsonate,7.81
EST055798,Estudiante 55798,Ingeniería en Sistemas,Santa Ana,8.17
EST055799,Estudiante 55799,Arquitectura,Sonsonate,5.27
EST055800,Estudiante 55800,Ingeniería Industrial,Santa Ana,8.33
EST055801,Estudiante 55801,Ingeniería en Sistemas,San Salvador,6.52
EST055802,Estudiante 55802,Ingeniería Industrial,San Salvador,9.31
EST055803,Estudiante 55803,Ingeniería Industrial,Sonsonate,5.21
EST055804,Estudiante 55804,Ingeniería en Sistemas,San Salvador,9.26
EST055805,Estudiante 55805,Contaduría,San Salvador,8.84
EST055806,Estudiante 55806,Contaduría,San Miguel,5.36
EST055807,Estudiante 55807,Arquitectura,San Salvador,5.87
EST055808,Estudiante 55808,Ingeniería Industrial,Sonsonate,7.1
EST055809,Estudiante 55809,Ingeniería en Sistemas,Santa Ana,6.22
EST055810,Estudiante 55810,Ingeniería en Sistemas,Santa Ana,5.6
EST055811,Estudiante 55811,Contaduría,La Libertad,6.05
EST055812,Estudiante 55812,Contaduría,San Miguel,9.99
EST055813,Estudiante 55813,Administración,Sonsonate,9.91
EST055814,Estudiante 55814,Administración,La Libertad,7.5
EST055815,Estudiante 55815,Contaduría,La Libertad,8.63
EST055816,Estudiante 55816,Contaduría,Sonsonate,8.42
EST055817,Estudiante 55817,Administración,San Miguel,8.0
EST055818,Estudiante 55818,Administración,Santa Ana,5.82
EST055819,Estudiante 55819,Ingeniería Industrial,La Libertad,6.43
EST055820,Estudiante 55820,Ingeniería en Sistemas,Sonsonate,9.47
EST055821,Estudiante 55821,Administración,San Salvador,9.23
EST055822,Estudiante 55822,Ingeniería en Sistemas,La Libertad,6.87
EST055823,Estudiante 55823,Ingeniería Industrial,San Salvador,8.06
EST055824,Estudiante 55824,Administración,La Libertad,8.11
EST055825,Estudiante 55825,Arquitectura,San Miguel,5.01
EST055826,Estudiante 55826,Ingeniería en Sistemas,Santa Ana,7.74
EST055827,Estudiante 55827,Administración,La Libertad,7.6
EST055828,Estudiante 55828,Contaduría,San Salvador,9.1
EST055829,Estudiante 55829,Ingeniería en Sistemas,San Salvador,5.47
EST055830,Estudiante 55830,Contaduría,La Libertad,5.36
EST055831,Estudiante 55831,Arquitectura,Sonsonate,5.61
EST055832,Estudiante 55832,Contaduría,Sonsonate,7.85
EST055833,Estudiante 55833,Ingeniería Industrial,San Miguel,5.08
EST055834,Estudiante 55834,Administración,Santa Ana,6.26
EST055835,Estudiante 55835,Ingeniería Industrial,La Libertad,7.6
EST055836,Estudiante 55836,Arquitectura,Sonsonate,6.01
EST055837,Estudiante 55837,Arquitectura,Santa Ana,6.89
EST055838,Estudiante 55838,Ingeniería en Sistemas,Santa Ana,8.73
EST055839,Estudiante 55839,Arquitectura,San Miguel,5.48
EST055840,Estudiante 55840,Contaduría,San Miguel,6.08
EST055841,Estudiante 55841,Ingeniería en Sistemas,Sonsonate,5.63
EST055842,Estudiante 55842,Arquitectura,La Libertad,5.8
EST055843,Estudiante 55843,Ingeniería Industrial,San Miguel,5.39
EST055844,Estudiante 55844,Arquitectura,Santa Ana,6.27
EST055845,Estudiante 55845,Administración,San Salvador,6.1
EST055846,Estudiante 55846,Contaduría,La Libertad,7.29
EST055847,Estudiante 55847,Contaduría,San Salvador,7.57
EST055848,Estudiante 55848,Arquitectura,San Miguel,5.34
EST055849,Estudiante 55849,Administración,Sonsonate,9.94
EST055850,Estudiante 55850,Administración,San Miguel,9.22
EST055851,Estudiante 55851,Arquitectura,La Libertad,7.07
EST055852,Estudiante 55852,Ingeniería en Sistemas,La Libertad,8.85
EST055853,Estudiante 55853,Administración,Santa Ana,8.66
EST055854,Estudiante 55854,Ingeniería Industrial,Santa Ana,9.33
EST055855,Estudiante 55855,Ingeniería en Sistemas,San Salvador,8.33
EST055856,Estudiante 55856,Ingeniería Industrial,San Miguel,6.62
EST055857,Estudiante 55857,Arquitectura,San Salvador,5.04
EST055858,Estudiante 55858,Ingeniería en Sistemas,La Libertad,6.04
EST055859,Estudiante 55859,Administración,Sonsonate,8.8
EST055860,Estudiante 55860,Ingeniería Industrial,San Miguel,8.97
EST055861,Estudiante 55861,Ingeniería Industrial,Sonsonate,8.98
EST055862,Estudiante 55862,Ingeniería Industrial,La Libertad,5.4
EST055863,Estudiante 55863,Administración,San Salvador,7.86
EST055864,Estudiante 55864,Arquitectura,San Miguel,7.08
EST055865,Estudiante 55865,Arquitectura,Santa Ana,8.52
EST055866,Estudiante 55866,Ingeniería en Sistemas,Santa Ana,7.26
EST055867,Estudiante 55867,Ingeniería Industrial,Sonsonate,5.12
EST055868,Estudiante 55868,Contaduría,Santa Ana,6.8
EST055869,Estudiante 55869,Ingeniería en Sistemas,San Miguel,9.49
EST055870,Estudiante 55870,Ingeniería en Sistemas,Sonsonate,8.36
EST055871,Estudiante 55871,Administración,Santa Ana,9.17
EST055872,Estudiante 55872,Administración,La Libertad,9.25
EST055873,Estudiante 55873,Administración,Santa Ana,9.62
EST055874,Estudiante 55874,Contaduría,Santa Ana,7.74
EST055875,Estudiante 55875,Ingeniería Industrial,Santa Ana,9.08
EST055876,Estudiante 55876,Arquitectura,La Libertad,8.12
EST055877,Estudiante 55877,Contaduría,San Salvador,6.98
EST055878,Estudiante 55878,Ingeniería Industrial,San Miguel,8.59
EST055879,Estudiante 55879,Ingeniería en Sistemas,San Salvador,8.72
EST055880,Estudiante 55880,Ingeniería en Sistemas,San Miguel,5.71
EST055881,Estudiante 55881,Contaduría,Sonsonate,10.0
EST055882,Estudiante 55882,Contaduría,San Miguel,5.89
EST055883,Estudiante 55883,Administración,Santa Ana,5.98
EST055884,Estudiante 55884,Contaduría,La Libertad,5.4
EST055885,Estudiante 55885,Ingeniería en Sistemas,San Miguel,8.37
EST055886,Estudiante 55886,Ingeniería en Sistemas,San Miguel,6.85
EST055887,Estudiante 55887,Administración,Santa Ana,9.33
EST055888,Estudiante 55888,Arquitectura,Santa Ana,5.11
EST055889,Estudiante 55889,Ingeniería en Sistemas,San Miguel,5.49
EST055890,Estudiante 55890,Administración,Sonsonate,6.8
EST055891,Estudiante 55891,Contaduría,Sonsonate,8.97
EST055892,Estudiante 55892,Administración,San Salvador,5.17
EST055893,Estudiante 55893,Arquitectura,Santa Ana,6.69
EST055894,Estudiante 55894,Administración,San Salvador,5.24
EST055895,Estudiante 55895,Arquitectura,San Miguel,6.33
EST055896,Estudiante 55896,Contaduría,La Libertad,5.99
EST055897,Estudiante 55897,Arquitectura,San Salvador,9.59
EST055898,Estudiante 55898,Ingeniería Industrial,Sonsonate,9.61
EST055899,Estudiante 55899,Arquitectura,La Libertad,5.24
EST055900,Estudiante 55900,Ingeniería en Sistemas,La Libertad,6.45
EST055901,Estudiante 55901,Arquitectura,San Miguel,5.91
EST055902,Estudiante 55902,Contaduría,San Miguel,7.67
EST055903,Estudiante 55903,Administración,San Miguel,7.26
EST055904,Estudiante 55904,Administración,San Salvador,7.88
EST055905,Estudiante 55905,Ingeniería en Sistemas,Sonsonate,8.43
EST055906,Estudiante 55906,Contaduría,Sonsonate,6.32
EST055907,Estudiante 55907,Contaduría,La Libertad,6.37
EST055908,Estudiante 55908,Arquitectura,San Miguel,6.24
EST055909,Estudiante 55909,Ingeniería Industrial,Santa Ana,9.26
EST055910,Estudiante 55910,Ingeniería Industrial,Santa Ana,8.47
EST055911,Estudiante 55911,Arquitectura,San Miguel,6.37
EST055912,Estudiante 55912,Arquitectura,Santa Ana,5.77
EST055913,Estudiante 55913,Arquitectura,Santa Ana,9.31
EST055914,Estudiante 55914,Contaduría,La Libertad,9.25
EST055915,Estudiante 55915,Contaduría,San Salvador,7.42
EST055916,Estudiante 55916,Arquitectura,La Libertad,8.75
EST055917,Estudiante 55917,Contaduría,Sonsonate,8.19
EST055918,Estudiante 55918,Ingeniería Industrial,Santa Ana,8.8
EST055919,Estudiante 55919,Administración,Santa Ana,7.58
EST055920,Estudiante 55920,Arquitectura,San Miguel,9.22
EST055921,Estudiante 55921,Administración,Sonsonate,7.97
EST055922,Estudiante 55922,Ingeniería Industrial,Sonsonate,8.53
EST055923,Estudiante 55923,Ingeniería en Sistemas,San Salvador,6.16
EST055924,Estudiante 55924,Ingeniería en Sistemas,San Salvador,5.94
EST055925,Estudiante 55925,Administración,La Libertad,5.36
EST055926,Estudiante 55926,Administración,La Libertad,7.7
EST055927,Estudiante 55927,Ingeniería en Sistemas,Sonsonate,8.25
EST055928,Estudiante 55928,Arquitectura,San Salvador,6.24
EST055929,Estudiante 55929,Contaduría,La Libertad,9.84
EST055930,Estudiante 55930,Contaduría,La Libertad,8.14
EST055931,Estudiante 55931,Administración,Santa Ana,7.22
EST055932,Estudiante 55932,Contaduría,San Salvador,6.06
EST055933,Estudiante 55933,Contaduría,San Miguel,8.45
EST055934,Estudiante 55934,Ingeniería Industrial,La Libertad,5.34
EST055935,Estudiante 55935,Administración,San Miguel,6.99
EST055936,Estudiante 55936,Administración,Sonsonate,8.72
EST055937,Estudiante 55937,Ingeniería Industrial,San Salvador,7.83
EST055938,Estudiante 55938,Ingeniería Industrial,San Miguel,7.81
EST055939,Estudiante 55939,Contaduría,Sonsonate,7.11
EST055940,Estudiante 55940,Administración,San Miguel,5.52
EST055941,Estudiante 55941,Arquitectura,San Miguel,8.29
EST055942,Estudiante 55942,Ingeniería Industrial,San Miguel,9.98
EST055943,Estudiante 55943,Ingeniería Industrial,Sonsonate,6.63
EST055944,Estudiante 55944,Contaduría,San Miguel,9.71
EST055945,Estudiante 55945,Contaduría,La Libertad,8.8
EST055946,Estudiante 55946,Ingeniería en Sistemas,San Miguel,5.91
EST055947,Estudiante 55947,Ingeniería Industrial,La Libertad,5.74
EST055948,Estudiante 55948,Ingeniería Industrial,Sonsonate,7.2
EST055949,Estudiante 55949,Administración,San Salvador,8.14
EST055950,Estudiante 55950,Ingeniería en Sistemas,Sonsonate,8.42
EST055951,Estudiante 55951,Administración,Santa Ana,6.38
EST055952,Estudiante 55952,Ingeniería Industrial,Santa Ana,6.86
EST055953,Estudiante 55953,Ingeniería en Sistemas,La Libertad,7.13
EST055954,Estudiante 55954,Contaduría,La Libertad,6.86
EST055955,Estudiante 55955,Arquitectura,San Miguel,8.48
EST055956,Estudiante 55956,Contaduría,La Libertad,5.02
EST055957,Estudiante 55957,Ingeniería en Sistemas,San Salvador,7.53
EST055958,Estudiante 55958,Ingeniería en Sistemas,San Miguel,9.55
EST055959,Estudiante 55959,Administración,Santa Ana,7.22
EST055960,Estudiante 55960,Ingeniería en Sistemas,San Salvador,9.96
EST055961,Estudiante 55961,Arquitectura,Sonsonate,7.57
EST055962,Estudiante 55962,Contaduría,Sonsonate,5.42
EST055963,Estudiante 55963,Arquitectura,Sonsonate,6.71
EST055964,Estudiante 55964,Contaduría,San Salvador,5.07
EST055965,Estudiante 55965,Arquitectura,La Libertad,7.72
EST055966,Estudiante 55966,Administración,San Salvador,5.43
EST055967,Estudiante 55967,Arquitectura,San Salvador,8.52
EST055968,Estudiante 55968,Ingeniería en Sistemas,La Libertad,7.02
EST055969,Estudiante 55969,Ingeniería en Sistemas,Santa Ana,8.77
EST055970,Estudiante 55970,Administración,Sonsonate,9.28
EST055971,Estudiante 55971,Contaduría,Sonsonate,8.11
EST055972,Estudiante 55972,Arquitectura,San Salvador,9.79
EST055973,Estudiante 55973,Administración,La Libertad,8.71
EST055974,Estudiante 55974,Contaduría,Santa Ana,9.27
EST055975,Estudiante 55975,Ingeniería Industrial,San Salvador,9.31
EST055976,Estudiante 55976,Ingeniería Industrial,La Libertad,9.18
EST055977,Estudiante 55977,Administración,San Miguel,6.03
EST055978,Estudiante 55978,Contaduría,La Libertad,5.83
EST055979,Estudiante 55979,Ingeniería en Sistemas,San Salvador,5.57
EST055980,Estudiante 55980,Ingeniería Industrial,Sonsonate,7.58
EST055981,Estudiante 55981,Ingeniería Industrial,La Libertad,5.95
EST055982,Estudiante 55982,Ingeniería en Sistemas,San Miguel,7.77
EST055983,Estudiante 55983,Arquitectura,San Miguel,7.41
EST055984,Estudiante 55984,Arquitectura,La Libertad,5.69
EST055985,Estudiante 55985,Ingeniería Industrial,La Libertad,9.05
EST055986,Estudiante 55986,Ingeniería en Sistemas,Santa Ana,5.03
EST055987,Estudiante 55987,Contaduría,San Salvador,7.47
EST055988,Estudiante 55988,Contaduría,La Libertad,7.9
EST055989,Estudiante 55989,Ingeniería en Sistemas,La Libertad,9.5
EST055990,Estudiante 55990,Ingeniería en Sistemas,Sonsonate,5.4
EST055991,Estudiante 55991,Ingeniería Industrial,Santa Ana,7.64
EST055992,Estudiante 55992,Contaduría,San Salvador,5.08
EST055993,Estudiante 55993,Ingeniería en Sistemas,Sonsonate,9.43
EST055994,Estudiante 55994,Administración,La Libertad,7.5
EST055995,Estudiante 55995,Contaduría,Sonsonate,6.61
EST055996,Estudiante 55996,Contaduría,San Salvador,9.33
EST055997,Estudiante 55997,Ingeniería en Sistemas,Santa Ana,6.82
EST055998,Estudiante 55998,Administración,Santa Ana,9.44
EST055999,Estudiante 55999,Ingeniería Industrial,La Libertad,6.61
EST056000,Estudiante 56000,Ingeniería en Sistemas,Santa Ana,7.42
EST056001,Estudiante 56001,Contaduría,San Miguel,8.58
EST056002,Estudiante 56002,Administración,Sonsonate,5.35
EST056003,Estudiante 56003,Ingeniería Industrial,La Libertad,9.84
EST056004,Estudiante 56004,Arquitectura,La Libertad,8.32
EST056005,Estudiante 56005,Ingeniería Industrial,San Miguel,7.38
EST056006,Estudiante 56006,Contaduría,San Miguel,7.88
EST056007,Estudiante 56007,Contaduría,San Miguel,7.23
EST056008,Estudiante 56008,Administración,Santa Ana,6.79
EST056009,Estudiante 56009,Contaduría,La Libertad,7.26
EST056010,Estudiante 56010,Ingeniería en Sistemas,Sonsonate,8.26
EST056011,Estudiante 56011,Ingeniería en Sistemas,Sonsonate,8.01
EST056012,Estudiante 56012,Ingeniería en Sistemas,San Salvador,6.74
EST056013,Estudiante 56013,Ingeniería en Sistemas,Sonsonate,8.14
EST056014,Estudiante 56014,Arquitectura,Santa Ana,8.27
EST056015,Estudiante 56015,Arquitectura,San Salvador,9.07
EST056016,Estudiante 56016,Administración,Sonsonate,8.93
EST056017,Estudiante 56017,Ingeniería en Sistemas,San Miguel,6.04
EST056018,Estudiante 56018,Administración,La Libertad,5.26
EST056019,Estudiante 56019,Ingeniería en Sistemas,Santa Ana,6.53
EST056020,Estudiante 56020,Ingeniería Industrial,Santa Ana,8.91
EST056021,Estudiante 56021,Arquitectura,La Libertad,7.27
EST056022,Estudiante 56022,Contaduría,Sonsonate,8.12
EST056023,Estudiante 56023,Ingeniería en Sistemas,Sonsonate,7.68
EST056024,Estudiante 56024,Ingeniería en Sistemas,San Miguel,9.22
EST056025,Estudiante 56025,Ingeniería Industrial,La Libertad,5.59
EST056026,Estudiante 56026,Ingeniería en Sistemas,San Miguel,8.78
EST056027,Estudiante 56027,Contaduría,La Libertad,5.3
EST056028,Estudiante 56028,Administración,Santa Ana,9.87
EST056029,Estudiante 56029,Contaduría,La Libertad,7.93
EST056030,Estudiante 56030,Arquitectura,San Miguel,6.68
EST056031,Estudiante 56031,Ingeniería Industrial,Sonsonate,8.59
EST056032,Estudiante 56032,Contaduría,Sonsonate,8.88
EST056033,Estudiante 56033,Arquitectura,Sonsonate,7.03
EST056034,Estudiante 56034,Ingeniería en Sistemas,San Miguel,6.02
EST056035,Estudiante 56035,Contaduría,Sonsonate,6.06
EST056036,Estudiante 56036,Contaduría,San Miguel,9.74
EST056037,Estudiante 56037,Arquitectura,La Libertad,8.65
EST056038,Estudiante 56038,Arquitectura,San Salvador,7.41
EST056039,Estudiante 56039,Arquitectura,La Libertad,7.17
EST056040,Estudiante 56040,Contaduría,San Miguel,6.64
EST056041,Estudiante 56041,Contaduría,Santa Ana,7.91
EST056042,Estudiante 56042,Administración,San Miguel,8.08
EST056043,Estudiante 56043,Administración,San Miguel,5.06
EST056044,Estudiante 56044,Arquitectura,Santa Ana,6.82
EST056045,Estudiante 56045,Ingeniería en Sistemas,Santa Ana,5.11
EST056046,Estudiante 56046,Administración,San Miguel,6.84
EST056047,Estudiante 56047,Ingeniería Industrial,San Salvador,6.72
EST056048,Estudiante 56048,Contaduría,Santa Ana,6.89
EST056049,Estudiante 56049,Contaduría,Sonsonate,8.04
EST056050,Estudiante 56050,Arquitectura,Sonsonate,5.17
EST056051,Estudiante 56051,Ingeniería Industrial,San Salvador,9.6
EST056052,Estudiante 56052,Administración,San Salvador,9.34
EST056053,Estudiante 56053,Contaduría,San Salvador,8.75
EST056054,Estudiante 56054,Ingeniería en Sistemas,San Miguel,7.69
EST056055,Estudiante 56055,Ingeniería Industrial,Santa Ana,5.29
EST056056,Estudiante 56056,Ingeniería Industrial,La Libertad,8.27
EST056057,Estudiante 56057,Contaduría,Sonsonate,7.95
EST056058,Estudiante 56058,Administración,Santa Ana,5.06
EST056059,Estudiante 56059,Administración,San Salvador,6.61
EST056060,Estudiante 56060,Contaduría,Sonsonate,7.1
EST056061,Estudiante 56061,Ingeniería Industrial,San Salvador,7.99
EST056062,Estudiante 56062,Arquitectura,San Miguel,6.32
EST056063,Estudiante 56063,Ingeniería Industrial,Santa Ana,7.15
EST056064,Estudiante 56064,Ingeniería en Sistemas,Santa Ana,8.81
EST056065,Estudiante 56065,Ingeniería Industrial,San Miguel,9.57
EST056066,Estudiante 56066,Ingeniería en Sistemas,Sonsonate,7.94
EST056067,Estudiante 56067,Ingeniería en Sistemas,San Miguel,7.88
EST056068,Estudiante 56068,Administración,Sonsonate,8.31
EST056069,Estudiante 56069,Ingeniería Industrial,San Miguel,7.56
EST056070,Estudiante 56070,Contaduría,San Salvador,9.76
EST056071,Estudiante 56071,Arquitectura,San Miguel,9.67
EST056072,Estudiante 56072,Arquitectura,San Miguel,8.42
EST056073,Estudiante 56073,Arquitectura,San Miguel,5.51
EST056074,Estudiante 56074,Ingeniería Industrial,San Miguel,8.97
EST056075,Estudiante 56075,Arquitectura,San Salvador,9.41
EST056076,Estudiante 56076,Ingeniería en Sistemas,San Miguel,9.94
EST056077,Estudiante 56077,Ingeniería Industrial,Sonsonate,9.57
EST056078,Estudiante 56078,Administración,Santa Ana,7.53
EST056079,Estudiante 56079,Ingeniería Industrial,San Salvador,7.2
EST056080,Estudiante 56080,Contaduría,San Miguel,8.07
EST056081,Estudiante 56081,Ingeniería Industrial,Santa Ana,5.58
EST056082,Estudiante 56082,Administración,Sonsonate,6.88
EST056083,Estudiante 56083,Administración,Sonsonate,8.87
EST056084,Estudiante 56084,Ingeniería en Sistemas,San Salvador,9.46
EST056085,Estudiante 56085,Contaduría,San Salvador,6.39
EST056086,Estudiante 56086,Arquitectura,La Libertad,6.1
EST056087,Estudiante 56087,Contaduría,San Miguel,6.49
EST056088,Estudiante 56088,Ingeniería en Sistemas,Sonsonate,7.64
EST056089,Estudiante 56089,Ingeniería en Sistemas,San Miguel,6.78
EST056090,Estudiante 56090,Ingeniería Industrial,San Salvador,8.02
